システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧,10,172,91
13577,4,92,62,6588,169,,
13581,13,98,71,6588,168,,
13585,5,98,71,6609,167,,
13589,-9,82,55,6609,166,,
13593,-5,89,63,6581,165,,
13597,-3,87,57,6581,166,,
13601,-11,85,56,6625,166,,
13605,-8,81,53,6625,166,,
13609,-5,85,53,6626,168,,
13613,-5,88,59,6626,168,,
13617,-5,89,57,6640,170,,
13621,-4,87,59,6640,169,,
13625,-4,87,58,6626,169,,
13629,6,95,65,6626,169,,
13633,14,100,73,6624,168,,
13637,9,98,69,6624,168,,
13641,3,94,67,6588,167,,
13645,-1,90,64,6588,166,,
13649,2,93,65,6597,166,,
13653,5,99,73,6597,165,,
13657,-8,84,58,6606,164,,
13661,-10,88,60,6606,164,,
13665,-5,88,63,6652,163,,
13669,-8,87,58,6652,164,,
13673,-17,78,53,6625,163,,
13677,-7,81,52,6625,164,,
13681,2,92,63,6669,165,,
13685,2,96,69,6669,165,,
13689,0,92,60,6626,167,,
13693,3,92,65,6626,166,,
13697,11,100,75,6612,166,,
13701,19,100,76,6612,166,,
13705,10,100,77,6597,165,,
13709,11,100,72,6597,165,,
13713,7,100,75,6596,165,,
13717,-1,100,74,6596,165,,
13721,3,98,70,6606,165,,
13725,-1,99,72,6606,165,,
13729,-10,87,59,6598,165,,
13733,-4,96,66,6598,166,,
13737,-6,92,64,6652,166,,
13741,-6,91,63,6652,166,,
13745,0,100,72,6620,166,,
13749,13,100,75,6620,166,,
13753,6,100,70,6616,167,,
13757,-4,96,69,6616,166,,
13761,13,100,79,6617,167,,
13765,13,100,81,6617,166,,
13769,5,100,78,6607,167,,
13773,-4,100,71,6607,167,,
13777,15,100,83,6607,168,,
13781,6,100,81,6607,169,,
13785,-5,97,67,6606,169,,
13789,6,100,76,6606,172,,
13793,8,100,72,6642,174,,
13797,4,100,75,6642,175,,
13801,3,100,74,6625,176,,
13805,12,100,80,6625,176,,
13809,6,100,82,6614,175,,
13813,4,100,80,6614,174,,
13817,16,100,84,6615,177,,
13821,12,100,86,6615,179,,
13825,6,100,82,6607,179,,
13829,7,100,82,6607,179,,
13833,10,100,89,6610,178,,
13837,4,100,79,6610,177,,
13841,-1,100,80,6619,176,,
13845,4,100,86,6619,176,,
13849,5,100,81,6636,175,,
13853,4,100,84,6636,174,,
13857,10,100,80,6627,176,,
13861,7,100,86,6627,175,,
13865,2,100,85,6616,175,,
13869,6,100,81,6616,176,,
13873,3,100,84,6621,176,,
13877,6,100,86,6621,175,,
13881,-3,100,78,6617,175,,
13885,4,100,88,6617,174,,
13889,2,100,83,6635,175,,
13893,-1,100,81,6635,174,,
13897,2,100,85,6626,175,,
13901,5,100,88,6626,174,,
13905,10,100,88,6634,175,,
13909,5,100,90,6634,175,,
13913,7,100,91,6626,174,,
13917,9,100,90,6626,175,,
13921,6,100,92,6630,175,,
13925,8,100,91,6630,176,,
13929,10,100,92,6626,177,,
13933,12,100,99,6626,176,,
13937,2,100,90,6617,176,,
13941,3,100,93,6617,177,,
13945,5,100,94,6643,176,,
13949,-2,100,84,6643,178,,
13953,4,100,94,6633,178,,
13957,12,100,98,6633,178,,
13961,10,100,93,6644,180,,
13965,15,100,100,6644,180,,
13969,14,100,100,6626,181,,
13973,15,100,99,6626,182,,
13977,17,100,100,6635,184,,
13981,16,100,100,6635,186,,
13985,12,100,98,6641,187,,
13989,3,100,95,6641,188,,
13993,9,100,100,6636,190,,
13997,21,100,100,6636,191,,
14001,19,100,100,6629,192,,
14005,22,100,100,6629,193,,
14009,24,100,100,6635,193,,
14013,26,100,100,6635,193,,
14017,30,100,100,6636,192,,
14021,25,100,100,6636,191,,
14025,15,100,100,6628,189,,
14029,12,100,100,6628,189,,
14033,17,100,100,6626,189,,
14037,14,100,100,6626,189,,
14041,13,100,100,6632,191,,
14045,8,100,100,6632,194,,
14049,13,100,100,6636,196,,
14053,12,100,100,6636,199,,
14057,2,100,100,6636,203,,
14061,22,100,100,6636,206,,
14065,33,100,100,6645,208,,
14069,37,100,100,6645,210,,
14073,40,100,100,6635,211,,
14077,55,100,100,6635,212,,
14081,47,100,100,6637,212,,
14085,49,100,100,6637,212,,
14089,45,100,100,6636,210,,
14093,31,100,100,6636,210,,
14097,24,100,100,6630,208,,
14101,30,100,100,6630,209,,
14105,24,100,100,6636,209,,
14109,12,100,100,6636,210,,
14113,17,100,100,6642,212,,
14117,24,100,100,6642,215,,
14121,25,100,100,6630,219,,
14125,32,100,100,6630,223,,
14129,49,100,100,6643,226,,
14133,55,100,100,6643,230,,
14137,58,100,100,6640,230,,
14141,63,100,100,6640,225,,
14145,63,100,100,6635,210,,
14149,55,100,100,6635,192,,
14153,53,100,100,6635,182,,
14157,53,100,100,6635,196,,
14161,33,100,100,6634,222,,
14165,24,100,100,6634,236,,
14169,37,100,100,6623,244,,
14173,43,100,100,6623,247,,
14177,39,100,100,6620,249,,
14181,42,100,100,6620,253,,
14185,54,100,100,6625,256,,
14189,55,100,100,6625,257,,
14193,69,100,100,6616,261,,
14197,87,100,100,6616,265,,
14201,81,100,100,6626,265,,
14205,79,100,100,6626,269,,
14209,85,100,100,6618,270,,
14213,84,100,100,6618,272,,
14217,76,100,100,6607,272,,
14221,70,100,100,6607,274,,
14225,70,100,100,6608,275,,
14229,72,100,100,6608,275,,
14233,66,100,100,6604,277,,
14237,81,100,100,6604,278,,
14241,83,100,100,6604,281,,
14245,84,100,100,6604,284,,
14249,90,100,100,6607,287,,
14253,112,100,100,6607,289,,
14257,121,100,100,6597,290,,
14261,115,100,100,6597,292,,
14265,120,100,100,6590,295,,
14269,121,100,100,6590,295,,
14273,115,100,100,6583,294,,
14277,121,100,100,6583,292,,
14281,112,100,100,6582,291,,
14285,108,100,100,6582,289,,
14289,114,100,100,6584,287,,
14293,130,100,100,6584,284,,
14297,129,100,100,6582,280,,
14301,121,100,100,6582,277,,
14305,137,100,100,6579,272,,
14309,143,100,100,6579,266,,
14313,149,100,100,6579,262,,
14317,172,100,100,6579,261,,
14321,167,100,100,6587,261,,
14325,189,100,100,6587,261,,
14329,195,100,100,6579,262,,
14333,193,100,100,6579,261,,
14337,215,100,100,6565,261,,
14341,209,100,100,6565,260,,
14345,206,100,100,6563,259,,
14349,209,100,100,6563,257,,
14353,220,100,100,6559,252,,
14357,217,100,100,6559,248,,
14361,240,100,100,6551,241,,
14365,250,100,100,6551,234,,
14369,263,100,100,6571,225,,
14373,307,100,100,6571,214,,
14377,315,100,100,6585,201,,
14381,349,100,100,6585,190,,
14385,394,100,100,6598,177,,
14389,401,100,100,6598,164,,
14393,407,100,100,6601,153,,
14397,400,100,100,6601,142,,
14401,399,100,100,6615,130,,
14405,402,100,100,6615,121,,
14409,405,100,100,6627,111,,
14413,402,100,100,6627,100,,
14417,414,100,100,6630,91,,
14421,414,100,100,6630,83,,
14425,421,100,100,6644,72,,
14429,437,100,100,6644,65,,
14433,452,100,100,6646,58,,
14437,470,100,100,6646,48,,
14441,470,100,100,6636,36,,
14445,470,100,100,6636,24,,
14449,498,100,100,6647,15,,
14453,498,100,100,6647,8,,
14457,498,100,100,6664,5,,
14461,498,100,100,6664,3,,
