システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
709,249,100,100,6933
713,279,100,100,6953
717,305,100,100,6953
721,321,100,100,6963
725,321,100,100,6962
729,328,100,100,6970
733,336,100,100,6970
737,342,100,100,6990
741,341,100,100,6989
745,358,100,100,7009
749,369,100,100,7008
753,381,100,100,7028
757,396,100,100,7028
761,407,100,100,7048
765,452,100,100,7048
769,458,100,100,7056
773,458,100,100,7055
777,477,100,100,7055
781,477,100,100,7055
785,477,100,100,7075
789,477,100,100,7075
793,435,100,100,7075
797,473,100,100,7075
801,470,100,100,7095
805,470,100,100,7094
809,477,100,100,7104
813,477,100,100,7104
817,477,100,100,7104
821,473,100,100,7104
825,418,100,100,7124
829,428,100,100,7124
833,461,100,100,7134
